city,city_zh,city_en,year,pm25_mean_ug_m3,valid_grid_cells,grid_cell_count,source_product,source_version,spatial_method
Guangzhou,广州,Guangzhou,2022,32.2735,9,9,ACAG SatPM2.5,V6.GL.03,mean of finite cells in 3x3 0.1-degree window
Guangzhou,广州,Guangzhou,2023,32.7271,9,9,ACAG SatPM2.5,V6.GL.03,mean of finite cells in 3x3 0.1-degree window
Guangzhou,广州,Guangzhou,2024,32.3903,9,9,ACAG SatPM2.5,V6.GL.03,mean of finite cells in 3x3 0.1-degree window
Guiyang,贵阳,Guiyang,2015,34.9174,9,9,ACAG SatPM2.5,V6.GL.03,mean of finite cells in 3x3 0.1-degree window
Guiyang,贵阳,Guiyang,2016,31.8799,9,9,ACAG SatPM2.5,V6.GL.03,mean of finite cells in 3x3 0.1-degree window
Guiyang,贵阳,Guiyang,2017,32.0404,9,9,ACAG SatPM2.5,V6.GL.03,mean of finite cells in 3x3 0.1-degree window
Guiyang,贵阳,Guiyang,2018,29.7389,9,9,ACAG SatPM2.5,V6.GL.03,mean of finite cells in 3x3 0.1-degree window
Guiyang,贵阳,Guiyang,2019,27.6048,9,9,ACAG SatPM2.5,V6.GL.03,mean of finite cells in 3x3 0.1-degree window
Guiyang,贵阳,Guiyang,2020,24.925,9,9,ACAG SatPM2.5,V6.GL.03,mean of finite cells in 3x3 0.1-degree window
Guiyang,贵阳,Guiyang,2021,26.5187,9,9,ACAG SatPM2.5,V6.GL.03,mean of finite cells in 3x3 0.1-degree window
Guiyang,贵阳,Guiyang,2022,26.1863,9,9,ACAG SatPM2.5,V6.GL.03,mean of finite cells in 3x3 0.1-degree window
Guiyang,贵阳,Guiyang,2023,26.6644,9,9,ACAG SatPM2.5,V6.GL.03,mean of finite cells in 3x3 0.1-degree window
Guiyang,贵阳,Guiyang,2024,23.8534,9,9,ACAG SatPM2.5,V6.GL.03,mean of finite cells in 3x3 0.1-degree window
Haikou,海口,Haikou,2015,23.4262,9,9,ACAG SatPM2.5,V6.GL.03,mean of finite cells in 3x3 0.1-degree window
Haikou,海口,Haikou,2016,21.3789,9,9,ACAG SatPM2.5,V6.GL.03,mean of finite cells in 3x3 0.1-degree window
Haikou,海口,Haikou,2017,21.1816,9,9,ACAG SatPM2.5,V6.GL.03,mean of finite cells in 3x3 0.1-degree window
Haikou,海口,Haikou,2018,19.0188,9,9,ACAG SatPM2.5,V6.GL.03,mean of finite cells in 3x3 0.1-degree window
Haikou,海口,Haikou,2019,17.6091,9,9,ACAG SatPM2.5,V6.GL.03,mean of finite cells in 3x3 0.1-degree window
Haikou,海口,Haikou,2020,14.9713,9,9,ACAG SatPM2.5,V6.GL.03,mean of finite cells in 3x3 0.1-degree window
Haikou,海口,Haikou,2021,14.959,9,9,ACAG SatPM2.5,V6.GL.03,mean of finite cells in 3x3 0.1-degree window
Haikou,海口,Haikou,2022,16.0178,9,9,ACAG SatPM2.5,V6.GL.03,mean of finite cells in 3x3 0.1-degree window
Haikou,海口,Haikou,2023,17.4041,9,9,ACAG SatPM2.5,V6.GL.03,mean of finite cells in 3x3 0.1-degree window
Haikou,海口,Haikou,2024,16.0776,9,9,ACAG SatPM2.5,V6.GL.03,mean of finite cells in 3x3 0.1-degree window
Hangzhou,杭州,Hangzhou,2015,56.5566,9,9,ACAG SatPM2.5,V6.GL.03,mean of finite cells in 3x3 0.1-degree window
Hangzhou,杭州,Hangzhou,2016,48.1739,9,9,ACAG SatPM2.5,V6.GL.03,mean of finite cells in 3x3 0.1-degree window
Hangzhou,杭州,Hangzhou,2017,46.1415,9,9,ACAG SatPM2.5,V6.GL.03,mean of finite cells in 3x3 0.1-degree window
Hangzhou,杭州,Hangzhou,2018,40.941,9,9,ACAG SatPM2.5,V6.GL.03,mean of finite cells in 3x3 0.1-degree window
Hangzhou,杭州,Hangzhou,2019,39.6008,9,9,ACAG SatPM2.5,V6.GL.03,mean of finite cells in 3x3 0.1-degree window
Hangzhou,杭州,Hangzhou,2020,33.1582,9,9,ACAG SatPM2.5,V6.GL.03,mean of finite cells in 3x3 0.1-degree window
Hangzhou,杭州,Hangzhou,2021,31.8279,9,9,ACAG SatPM2.5,V6.GL.03,mean of finite cells in 3x3 0.1-degree window
Hangzhou,杭州,Hangzhou,2022,33.8815,9,9,ACAG SatPM2.5,V6.GL.03,mean of finite cells in 3x3 0.1-degree window
Hangzhou,杭州,Hangzhou,2023,34.9193,9,9,ACAG SatPM2.5,V6.GL.03,mean of finite cells in 3x3 0.1-degree window
Hangzhou,杭州,Hangzhou,2024,35.3077,9,9,ACAG SatPM2.5,V6.GL.03,mean of finite cells in 3x3 0.1-degree window
Harbin,哈尔滨,Harbin,2015,57.3144,9,9,ACAG SatPM2.5,V6.GL.03,mean of finite cells in 3x3 0.1-degree window
Harbin,哈尔滨,Harbin,2016,40.9704,9,9,ACAG SatPM2.5,V6.GL.03,mean of finite cells in 3x3 0.1-degree window
Harbin,哈尔滨,Harbin,2017,49.4985,9,9,ACAG SatPM2.5,V6.GL.03,mean of finite cells in 3x3 0.1-degree window
Harbin,哈尔滨,Harbin,2018,34.5171,9,9,ACAG SatPM2.5,V6.GL.03,mean of finite cells in 3x3 0.1-degree window
Harbin,哈尔滨,Harbin,2019,39.8548,9,9,ACAG SatPM2.5,V6.GL.03,mean of finite cells in 3x3 0.1-degree window
Harbin,哈尔滨,Harbin,2020,38.7184,9,9,ACAG SatPM2.5,V6.GL.03,mean of finite cells in 3x3 0.1-degree window
Harbin,哈尔滨,Harbin,2021,35.3341,9,9,ACAG SatPM2.5,V6.GL.03,mean of finite cells in 3x3 0.1-degree window
Harbin,哈尔滨,Harbin,2022,34.2975,9,9,ACAG SatPM2.5,V6.GL.03,mean of finite cells in 3x3 0.1-degree window
Harbin,哈尔滨,Harbin,2023,35.8141,9,9,ACAG SatPM2.5,V6.GL.03,mean of finite cells in 3x3 0.1-degree window
Harbin,哈尔滨,Harbin,2024,47.7395,9,9,ACAG SatPM2.5,V6.GL.03,mean of finite cells in 3x3 0.1-degree window
Hefei,合肥,Hefei,2015,60.854,9,9,ACAG SatPM2.5,V6.GL.03,mean of finite cells in 3x3 0.1-degree window
Hefei,合肥,Hefei,2016,54.1052,9,9,ACAG SatPM2.5,V6.GL.03,mean of finite cells in 3x3 0.1-degree window
Hefei,合肥,Hefei,2017,55.0613,9,9,ACAG SatPM2.5,V6.GL.03,mean of finite cells in 3x3 0.1-degree window
Hefei,合肥,Hefei,2018,49.0274,9,9,ACAG SatPM2.5,V6.GL.03,mean of finite cells in 3x3 0.1-degree window
Hefei,合肥,Hefei,2019,44.7179,9,9,ACAG SatPM2.5,V6.GL.03,mean of finite cells in 3x3 0.1-degree window
Hefei,合肥,Hefei,2020,40.9115,9,9,ACAG SatPM2.5,V6.GL.03,mean of finite cells in 3x3 0.1-degree window
Hefei,合肥,Hefei,2021,38.5264,9,9,ACAG SatPM2.5,V6.GL.03,mean of finite cells in 3x3 0.1-degree window
Hefei,合肥,Hefei,2022,38.2031,9,9,ACAG SatPM2.5,V6.GL.03,mean of finite cells in 3x3 0.1-degree window
Hefei,合肥,Hefei,2023,38.3999,9,9,ACAG SatPM2.5,V6.GL.03,mean of finite cells in 3x3 0.1-degree window
Hefei,合肥,Hefei,2024,40.7646,9,9,ACAG SatPM2.5,V6.GL.03,mean of finite cells in 3x3 0.1-degree window
Heihe,黑河,Heihe,2015,22.6439,9,9,ACAG SatPM2.5,V6.GL.03,mean of finite cells in 3x3 0.1-degree window
Heihe,黑河,Heihe,2016,15.5446,9,9,ACAG SatPM2.5,V6.GL.03,mean of finite cells in 3x3 0.1-degree window
Heihe,黑河,Heihe,2017,15.0793,9,9,ACAG SatPM2.5,V6.GL.03,mean of finite cells in 3x3 0.1-degree window
Heihe,黑河,Heihe,2018,14.5421,9,9,ACAG SatPM2.5,V6.GL.03,mean of finite cells in 3x3 0.1-degree window
Heihe,黑河,Heihe,2019,13.4505,9,9,ACAG SatPM2.5,V6.GL.03,mean of finite cells in 3x3 0.1-degree window
Heihe,黑河,Heihe,2020,13.8994,9,9,ACAG SatPM2.5,V6.GL.03,mean of finite cells in 3x3 0.1-degree window
Heihe,黑河,Heihe,2021,14.1725,9,9,ACAG SatPM2.5,V6.GL.03,mean of finite cells in 3x3 0.1-degree window
Heihe,黑河,Heihe,2022,13.058,9,9,ACAG SatPM2.5,V6.GL.03,mean of finite cells in 3x3 0.1-degree window
Heihe,黑河,Heihe,2023,19.1224,9,9,ACAG SatPM2.5,V6.GL.03,mean of finite cells in 3x3 0.1-degree window
Heihe,黑河,Heihe,2024,20.6636,9,9,ACAG SatPM2.5,V6.GL.03,mean of finite cells in 3x3 0.1-degree window
Helsinki,赫尔辛基,Helsinki,2015,6.865,9,9,ACAG SatPM2.5,V6.GL.03,mean of finite cells in 3x3 0.1-degree window
Helsinki,赫尔辛基,Helsinki,2016,7.1862,9,9,ACAG SatPM2.5,V6.GL.03,mean of finite cells in 3x3 0.1-degree window
Helsinki,赫尔辛基,Helsinki,2017,6.4659,9,9,ACAG SatPM2.5,V6.GL.03,mean of finite cells in 3x3 0.1-degree window
Helsinki,赫尔辛基,Helsinki,2018,7.5314,9,9,ACAG SatPM2.5,V6.GL.03,mean of finite cells in 3x3 0.1-degree window
Helsinki,赫尔辛基,Helsinki,2019,6.0098,9,9,ACAG SatPM2.5,V6.GL.03,mean of finite cells in 3x3 0.1-degree window
Helsinki,赫尔辛基,Helsinki,2020,5.8214,9,9,ACAG SatPM2.5,V6.GL.03,mean of finite cells in 3x3 0.1-degree window
Helsinki,赫尔辛基,Helsinki,2021,6.5493,9,9,ACAG SatPM2.5,V6.GL.03,mean of finite cells in 3x3 0.1-degree window
Helsinki,赫尔辛基,Helsinki,2022,6.6729,9,9,ACAG SatPM2.5,V6.GL.03,mean of finite cells in 3x3 0.1-degree window
Helsinki,赫尔辛基,Helsinki,2023,6.6633,9,9,ACAG SatPM2.5,V6.GL.03,mean of finite cells in 3x3 0.1-degree window
Helsinki,赫尔辛基,Helsinki,2024,6.4671,9,9,ACAG SatPM2.5,V6.GL.03,mean of finite cells in 3x3 0.1-degree window
Hohhot,呼和浩特,Hohhot,2015,35.864,9,9,ACAG SatPM2.5,V6.GL.03,mean of finite cells in 3x3 0.1-degree window
Hohhot,呼和浩特,Hohhot,2016,32.9876,9,9,ACAG SatPM2.5,V6.GL.03,mean of finite cells in 3x3 0.1-degree window
Hohhot,呼和浩特,Hohhot,2017,34.8696,9,9,ACAG SatPM2.5,V6.GL.03,mean of finite cells in 3x3 0.1-degree window
Hohhot,呼和浩特,Hohhot,2018,29.3528,9,9,ACAG SatPM2.5,V6.GL.03,mean of finite cells in 3x3 0.1-degree window
Hohhot,呼和浩特,Hohhot,2019,30.1307,9,9,ACAG SatPM2.5,V6.GL.03,mean of finite cells in 3x3 0.1-degree window
Hohhot,呼和浩特,Hohhot,2020,32.99,9,9,ACAG SatPM2.5,V6.GL.03,mean of finite cells in 3x3 0.1-degree window
Hohhot,呼和浩特,Hohhot,2021,28.9794,9,9,ACAG SatPM2.5,V6.GL.03,mean of finite cells in 3x3 0.1-degree window
Hohhot,呼和浩特,Hohhot,2022,25.3428,9,9,ACAG SatPM2.5,V6.GL.03,mean of finite cells in 3x3 0.1-degree window
Hohhot,呼和浩特,Hohhot,2023,30.478,9,9,ACAG SatPM2.5,V6.GL.03,mean of finite cells in 3x3 0.1-degree window
Hohhot,呼和浩特,Hohhot,2024,28.7462,9,9,ACAG SatPM2.5,V6.GL.03,mean of finite cells in 3x3 0.1-degree window
Hong Kong,香港,Hong Kong,2015,23.3116,9,9,ACAG SatPM2.5,V6.GL.03,mean of finite cells in 3x3 0.1-degree window
Hong Kong,香港,Hong Kong,2016,20.5021,9,9,ACAG SatPM2.5,V6.GL.03,mean of finite cells in 3x3 0.1-degree window
Hong Kong,香港,Hong Kong,2017,22.3744,9,9,ACAG SatPM2.5,V6.GL.03,mean of finite cells in 3x3 0.1-degree window
Hong Kong,香港,Hong Kong,2018,21.3811,9,9,ACAG SatPM2.5,V6.GL.03,mean of finite cells in 3x3 0.1-degree window
Hong Kong,香港,Hong Kong,2019,20.2401,9,9,ACAG SatPM2.5,V6.GL.03,mean of finite cells in 3x3 0.1-degree window
Hong Kong,香港,Hong Kong,2020,16.1581,9,9,ACAG SatPM2.5,V6.GL.03,mean of finite cells in 3x3 0.1-degree window
Hong Kong,香港,Hong Kong,2021,15.9523,9,9,ACAG SatPM2.5,V6.GL.03,mean of finite cells in 3x3 0.1-degree window
Hong Kong,香港,Hong Kong,2022,15.3948,9,9,ACAG SatPM2.5,V6.GL.03,mean of finite cells in 3x3 0.1-degree window
Hong Kong,香港,Hong Kong,2023,15.4734,9,9,ACAG SatPM2.5,V6.GL.03,mean of finite cells in 3x3 0.1-degree window
Hong Kong,香港,Hong Kong,2024,15.3721,9,9,ACAG SatPM2.5,V6.GL.03,mean of finite cells in 3x3 0.1-degree window
Hulunbuir,呼伦贝尔,Hulunbuir,2015,21.8498,9,9,ACAG SatPM2.5,V6.GL.03,mean of finite cells in 3x3 0.1-degree window
Hulunbuir,呼伦贝尔,Hulunbuir,2016,16.7638,9,9,ACAG SatPM2.5,V6.GL.03,mean of finite cells in 3x3 0.1-degree window
Hulunbuir,呼伦贝尔,Hulunbuir,2017,13.2747,9,9,ACAG SatPM2.5,V6.GL.03,mean of finite cells in 3x3 0.1-degree window
Hulunbuir,呼伦贝尔,Hulunbuir,2018,12.1218,9,9,ACAG SatPM2.5,V6.GL.03,mean of finite cells in 3x3 0.1-degree window
Hulunbuir,呼伦贝尔,Hulunbuir,2019,14.2753,9,9,ACAG SatPM2.5,V6.GL.03,mean of finite cells in 3x3 0.1-degree window
Hulunbuir,呼伦贝尔,Hulunbuir,2020,12.8363,9,9,ACAG SatPM2.5,V6.GL.03,mean of finite cells in 3x3 0.1-degree window
Hulunbuir,呼伦贝尔,Hulunbuir,2021,13.8085,9,9,ACAG SatPM2.5,V6.GL.03,mean of finite cells in 3x3 0.1-degree window
Hulunbuir,呼伦贝尔,Hulunbuir,2022,15.361,9,9,ACAG SatPM2.5,V6.GL.03,mean of finite cells in 3x3 0.1-degree window
Hulunbuir,呼伦贝尔,Hulunbuir,2023,17.7589,9,9,ACAG SatPM2.5,V6.GL.03,mean of finite cells in 3x3 0.1-degree window
Hulunbuir,呼伦贝尔,Hulunbuir,2024,18.8825,9,9,ACAG SatPM2.5,V6.GL.03,mean of finite cells in 3x3 0.1-degree window
Istanbul,伊斯坦布尔,Istanbul,2015,20.4458,9,9,ACAG SatPM2.5,V6.GL.03,mean of finite cells in 3x3 0.1-degree window
Istanbul,伊斯坦布尔,Istanbul,2016,18.7792,9,9,ACAG SatPM2.5,V6.GL.03,mean of finite cells in 3x3 0.1-degree window
Istanbul,伊斯坦布尔,Istanbul,2017,20.8059,9,9,ACAG SatPM2.5,V6.GL.03,mean of finite cells in 3x3 0.1-degree window
Istanbul,伊斯坦布尔,Istanbul,2018,18.2241,9,9,ACAG SatPM2.5,V6.GL.03,mean of finite cells in 3x3 0.1-degree window
Istanbul,伊斯坦布尔,Istanbul,2019,17.4898,9,9,ACAG SatPM2.5,V6.GL.03,mean of finite cells in 3x3 0.1-degree window
Istanbul,伊斯坦布尔,Istanbul,2020,17.1099,9,9,ACAG SatPM2.5,V6.GL.03,mean of finite cells in 3x3 0.1-degree window
Istanbul,伊斯坦布尔,Istanbul,2021,16.7776,9,9,ACAG SatPM2.5,V6.GL.03,mean of finite cells in 3x3 0.1-degree window
Istanbul,伊斯坦布尔,Istanbul,2022,16.9833,9,9,ACAG SatPM2.5,V6.GL.03,mean of finite cells in 3x3 0.1-degree window
Istanbul,伊斯坦布尔,Istanbul,2023,17.8612,9,9,ACAG SatPM2.5,V6.GL.03,mean of finite cells in 3x3 0.1-degree window
Istanbul,伊斯坦布尔,Istanbul,2024,18.0509,9,9,ACAG SatPM2.5,V6.GL.03,mean of finite cells in 3x3 0.1-degree window
Jinan,济南,Jinan,2015,72.2179,9,9,ACAG SatPM2.5,V6.GL.03,mean of finite cells in 3x3 0.1-degree window
Jinan,济南,Jinan,2016,65.9162,9,9,ACAG SatPM2.5,V6.GL.03,mean of finite cells in 3x3 0.1-degree window
Jinan,济南,Jinan,2017,59.1285,9,9,ACAG SatPM2.5,V6.GL.03,mean of finite cells in 3x3 0.1-degree window
Jinan,济南,Jinan,2018,50.5098,9,9,ACAG SatPM2.5,V6.GL.03,mean of finite cells in 3x3 0.1-degree window
Jinan,济南,Jinan,2019,53.4578,9,9,ACAG SatPM2.5,V6.GL.03,mean of finite cells in 3x3 0.1-degree window
Jinan,济南,Jinan,2020,46.1725,9,9,ACAG SatPM2.5,V6.GL.03,mean of finite cells in 3x3 0.1-degree window
Jinan,济南,Jinan,2021,40.8084,9,9,ACAG SatPM2.5,V6.GL.03,mean of finite cells in 3x3 0.1-degree window
Jinan,济南,Jinan,2022,43.5739,9,9,ACAG SatPM2.5,V6.GL.03,mean of finite cells in 3x3 0.1-degree window
Jinan,济南,Jinan,2023,42.9096,9,9,ACAG SatPM2.5,V6.GL.03,mean of finite cells in 3x3 0.1-degree window
Jinan,济南,Jinan,2024,42.1926,9,9,ACAG SatPM2.5,V6.GL.03,mean of finite cells in 3x3 0.1-degree window
Kunming,昆明,Kunming,2015,27.6159,9,9,ACAG SatPM2.5,V6.GL.03,mean of finite cells in 3x3 0.1-degree window
Kunming,昆明,Kunming,2016,27.4049,9,9,ACAG SatPM2.5,V6.GL.03,mean of finite cells in 3x3 0.1-degree window
Kunming,昆明,Kunming,2017,26.3767,9,9,ACAG SatPM2.5,V6.GL.03,mean of finite cells in 3x3 0.1-degree window
Kunming,昆明,Kunming,2018,26.8434,9,9,ACAG SatPM2.5,V6.GL.03,mean of finite cells in 3x3 0.1-degree window
Kunming,昆明,Kunming,2019,24.3512,9,9,ACAG SatPM2.5,V6.GL.03,mean of finite cells in 3x3 0.1-degree window
Kunming,昆明,Kunming,2020,22.6393,9,9,ACAG SatPM2.5,V6.GL.03,mean of finite cells in 3x3 0.1-degree window
Kunming,昆明,Kunming,2021,24.452,9,9,ACAG SatPM2.5,V6.GL.03,mean of finite cells in 3x3 0.1-degree window
Kunming,昆明,Kunming,2022,24.0484,9,9,ACAG SatPM2.5,V6.GL.03,mean of finite cells in 3x3 0.1-degree window
Kunming,昆明,Kunming,2023,25.8287,9,9,ACAG SatPM2.5,V6.GL.03,mean of finite cells in 3x3 0.1-degree window
Kunming,昆明,Kunming,2024,22.9009,9,9,ACAG SatPM2.5,V6.GL.03,mean of finite cells in 3x3 0.1-degree window
Lanzhou,兰州,Lanzhou,2015,40.2209,9,9,ACAG SatPM2.5,V6.GL.03,mean of finite cells in 3x3 0.1-degree window
Lanzhou,兰州,Lanzhou,2016,39.4899,9,9,ACAG SatPM2.5,V6.GL.03,mean of finite cells in 3x3 0.1-degree window
Lanzhou,兰州,Lanzhou,2017,38.481,9,9,ACAG SatPM2.5,V6.GL.03,mean of finite cells in 3x3 0.1-degree window
Lanzhou,兰州,Lanzhou,2018,35.7135,9,9,ACAG SatPM2.5,V6.GL.03,mean of finite cells in 3x3 0.1-degree window
Lanzhou,兰州,Lanzhou,2019,28.8809,9,9,ACAG SatPM2.5,V6.GL.03,mean of finite cells in 3x3 0.1-degree window
Lanzhou,兰州,Lanzhou,2020,28.4754,9,9,ACAG SatPM2.5,V6.GL.03,mean of finite cells in 3x3 0.1-degree window
Lanzhou,兰州,Lanzhou,2021,29.2049,9,9,ACAG SatPM2.5,V6.GL.03,mean of finite cells in 3x3 0.1-degree window
Lanzhou,兰州,Lanzhou,2022,34.9824,9,9,ACAG SatPM2.5,V6.GL.03,mean of finite cells in 3x3 0.1-degree window
Lanzhou,兰州,Lanzhou,2023,38.6701,9,9,ACAG SatPM2.5,V6.GL.03,mean of finite cells in 3x3 0.1-degree window
Lanzhou,兰州,Lanzhou,2024,37.9988,9,9,ACAG SatPM2.5,V6.GL.03,mean of finite cells in 3x3 0.1-degree window
Lhasa,拉萨,Lhasa,2015,16.4638,9,9,ACAG SatPM2.5,V6.GL.03,mean of finite cells in 3x3 0.1-degree window
Lhasa,拉萨,Lhasa,2016,16.2439,9,9,ACAG SatPM2.5,V6.GL.03,mean of finite cells in 3x3 0.1-degree window
Lhasa,拉萨,Lhasa,2017,13.13,9,9,ACAG SatPM2.5,V6.GL.03,mean of finite cells in 3x3 0.1-degree window
Lhasa,拉萨,Lhasa,2018,12.5507,9,9,ACAG SatPM2.5,V6.GL.03,mean of finite cells in 3x3 0.1-degree window
Lhasa,拉萨,Lhasa,2019,8.7691,9,9,ACAG SatPM2.5,V6.GL.03,mean of finite cells in 3x3 0.1-degree window
Lhasa,拉萨,Lhasa,2020,9.4452,9,9,ACAG SatPM2.5,V6.GL.03,mean of finite cells in 3x3 0.1-degree window
Lhasa,拉萨,Lhasa,2021,10.3999,9,9,ACAG SatPM2.5,V6.GL.03,mean of finite cells in 3x3 0.1-degree window
Lhasa,拉萨,Lhasa,2022,9.9549,9,9,ACAG SatPM2.5,V6.GL.03,mean of finite cells in 3x3 0.1-degree window
Lhasa,拉萨,Lhasa,2023,10.8329,9,9,ACAG SatPM2.5,V6.GL.03,mean of finite cells in 3x3 0.1-degree window
Lhasa,拉萨,Lhasa,2024,10.8098,9,9,ACAG SatPM2.5,V6.GL.03,mean of finite cells in 3x3 0.1-degree window
London,伦敦,London,2015,10.5303,9,9,ACAG SatPM2.5,V6.GL.03,mean of finite cells in 3x3 0.1-degree window
London,伦敦,London,2016,11.4935,9,9,ACAG SatPM2.5,V6.GL.03,mean of finite cells in 3x3 0.1-degree window
London,伦敦,London,2017,11.3863,9,9,ACAG SatPM2.5,V6.GL.03,mean of finite cells in 3x3 0.1-degree window
London,伦敦,London,2018,11.4096,9,9,ACAG SatPM2.5,V6.GL.03,mean of finite cells in 3x3 0.1-degree window
London,伦敦,London,2019,11.0866,9,9,ACAG SatPM2.5,V6.GL.03,mean of finite cells in 3x3 0.1-degree window
London,伦敦,London,2020,8.7782,9,9,ACAG SatPM2.5,V6.GL.03,mean of finite cells in 3x3 0.1-degree window
London,伦敦,London,2021,9.1533,9,9,ACAG SatPM2.5,V6.GL.03,mean of finite cells in 3x3 0.1-degree window
London,伦敦,London,2022,9.2814,9,9,ACAG SatPM2.5,V6.GL.03,mean of finite cells in 3x3 0.1-degree window
London,伦敦,London,2023,8.5527,9,9,ACAG SatPM2.5,V6.GL.03,mean of finite cells in 3x3 0.1-degree window
London,伦敦,London,2024,8.545,9,9,ACAG SatPM2.5,V6.GL.03,mean of finite cells in 3x3 0.1-degree window
Los Angeles,洛杉矶,Los Angeles,2015,12.0207,9,9,ACAG SatPM2.5,V6.GL.03,mean of finite cells in 3x3 0.1-degree window
Los Angeles,洛杉矶,Los Angeles,2016,12.2695,9,9,ACAG SatPM2.5,V6.GL.03,mean of finite cells in 3x3 0.1-degree window
Los Angeles,洛杉矶,Los Angeles,2017,13.3748,9,9,ACAG SatPM2.5,V6.GL.03,mean of finite cells in 3x3 0.1-degree window
Los Angeles,洛杉矶,Los Angeles,2018,13.3474,9,9,ACAG SatPM2.5,V6.GL.03,mean of finite cells in 3x3 0.1-degree window
Los Angeles,洛杉矶,Los Angeles,2019,11.3399,9,9,ACAG SatPM2.5,V6.GL.03,mean of finite cells in 3x3 0.1-degree window
Los Angeles,洛杉矶,Los Angeles,2020,13.8113,9,9,ACAG SatPM2.5,V6.GL.03,mean of finite cells in 3x3 0.1-degree window
Los Angeles,洛杉矶,Los Angeles,2021,13.2345,9,9,ACAG SatPM2.5,V6.GL.03,mean of finite cells in 3x3 0.1-degree window
Los Angeles,洛杉矶,Los Angeles,2022,11.5,9,9,ACAG SatPM2.5,V6.GL.03,mean of finite cells in 3x3 0.1-degree window
Los Angeles,洛杉矶,Los Angeles,2023,11.6497,9,9,ACAG SatPM2.5,V6.GL.03,mean of finite cells in 3x3 0.1-degree window
Los Angeles,洛杉矶,Los Angeles,2024,13.3044,9,9,ACAG SatPM2.5,V6.GL.03,mean of finite cells in 3x3 0.1-degree window
Macau,澳门,Macau,2015,29.1455,9,9,ACAG SatPM2.5,V6.GL.03,mean of finite cells in 3x3 0.1-degree window
Macau,澳门,Macau,2016,25.3321,9,9,ACAG SatPM2.5,V6.GL.03,mean of finite cells in 3x3 0.1-degree window
Macau,澳门,Macau,2017,26.7764,9,9,ACAG SatPM2.5,V6.GL.03,mean of finite cells in 3x3 0.1-degree window
Macau,澳门,Macau,2018,25.2246,9,9,ACAG SatPM2.5,V6.GL.03,mean of finite cells in 3x3 0.1-degree window
Macau,澳门,Macau,2019,24.5575,9,9,ACAG SatPM2.5,V6.GL.03,mean of finite cells in 3x3 0.1-degree window
Macau,澳门,Macau,2020,19.3356,9,9,ACAG SatPM2.5,V6.GL.03,mean of finite cells in 3x3 0.1-degree window
Macau,澳门,Macau,2021,18.7178,9,9,ACAG SatPM2.5,V6.GL.03,mean of finite cells in 3x3 0.1-degree window
Macau,澳门,Macau,2022,18.9588,9,9,ACAG SatPM2.5,V6.GL.03,mean of finite cells in 3x3 0.1-degree window
Macau,澳门,Macau,2023,19.0509,9,9,ACAG SatPM2.5,V6.GL.03,mean of finite cells in 3x3 0.1-degree window
Macau,澳门,Macau,2024,18.0797,9,9,ACAG SatPM2.5,V6.GL.03,mean of finite cells in 3x3 0.1-degree window
Madrid,马德里,Madrid,2015,10.3503,9,9,ACAG SatPM2.5,V6.GL.03,mean of finite cells in 3x3 0.1-degree window
Madrid,马德里,Madrid,2016,10.3348,9,9,ACAG SatPM2.5,V6.GL.03,mean of finite cells in 3x3 0.1-degree window
Madrid,马德里,Madrid,2017,10.614,9,9,ACAG SatPM2.5,V6.GL.03,mean of finite cells in 3x3 0.1-degree window
Madrid,马德里,Madrid,2018,9.7528,9,9,ACAG SatPM2.5,V6.GL.03,mean of finite cells in 3x3 0.1-degree window
Madrid,马德里,Madrid,2019,9.9653,9,9,ACAG SatPM2.5,V6.GL.03,mean of finite cells in 3x3 0.1-degree window
Madrid,马德里,Madrid,2020,10.1776,9,9,ACAG SatPM2.5,V6.GL.03,mean of finite cells in 3x3 0.1-degree window
Madrid,马德里,Madrid,2021,9.9159,9,9,ACAG SatPM2.5,V6.GL.03,mean of finite cells in 3x3 0.1-degree window
Madrid,马德里,Madrid,2022,9.7111,9,9,ACAG SatPM2.5,V6.GL.03,mean of finite cells in 3x3 0.1-degree window
Madrid,马德里,Madrid,2023,9.9911,9,9,ACAG SatPM2.5,V6.GL.03,mean of finite cells in 3x3 0.1-degree window
Madrid,马德里,Madrid,2024,9.5347,9,9,ACAG SatPM2.5,V6.GL.03,mean of finite cells in 3x3 0.1-degree window
Melbourne,墨尔本,Melbourne,2015,5.9114,9,9,ACAG SatPM2.5,V6.GL.03,mean of finite cells in 3x3 0.1-degree window
Melbourne,墨尔本,Melbourne,2016,5.5813,9,9,ACAG SatPM2.5,V6.GL.03,mean of finite cells in 3x3 0.1-degree window
Melbourne,墨尔本,Melbourne,2017,5.5412,9,9,ACAG SatPM2.5,V6.GL.03,mean of finite cells in 3x3 0.1-degree window
Melbourne,墨尔本,Melbourne,2018,5.8936,9,9,ACAG SatPM2.5,V6.GL.03,mean of finite cells in 3x3 0.1-degree window
Melbourne,墨尔本,Melbourne,2019,7.3399,9,9,ACAG SatPM2.5,V6.GL.03,mean of finite cells in 3x3 0.1-degree window
Melbourne,墨尔本,Melbourne,2020,8.2932,9,9,ACAG SatPM2.5,V6.GL.03,mean of finite cells in 3x3 0.1-degree window
Melbourne,墨尔本,Melbourne,2021,4.8463,9,9,ACAG SatPM2.5,V6.GL.03,mean of finite cells in 3x3 0.1-degree window
